wine_type,country,grape,year,wine_rating,rating_count,price,light_bold,smooth_tannic,dry_sweet,soft_acidic,taste_count,wine_age,geo_region
Red,Italy,Blend,2012,3.9,138,83,63.3956,38.9545,19.3567,30.4994,245,9,S Europe
Red,France,Cariñena,2020,4.1,93,79,57.64164538,47.91798617,10.98216313,55.38421874,112,1,W Europe
Red,Italy,Nebbiolo,2019,3.9,107,64,56.8148,78.1032,5.30667,79.5256,317,2,S Europe
Red,France,Merlot,2017,4.1,62,111,73.526,51.761,10.783,50.8565,1054,4,W Europe
White,France,Sauvignon Blanc,2015,4.2,29,95,20.1939,47.91798617,4.96557,69.8233,25,6,W Europe
Red,France,Merlot,2016,3.8,199,35.57,74.1305,71.5885,8.47977,74.0787,2499,5,W Europe
Red,France,Blend,2016,3.7,173,50,67.6713,56.5331,0.228753,59.7812,50,5,W Europe
Red,New Zealand,Pinot Noir,2016,4.2,344,108,29.3636,24.9109,9.87143,63.8141,843,5,Oceania
Red,France,Merlot,2017,4.1,246,75,75.6168,57.5901,11.754,52.8062,1076,4,W Europe
Red,Spain,Tempranillo,2018,4.1,681,62,65.2519,62.6607,12.2641,59.3476,959,3,S Europe
Red,Italy,Nero d'Avola,2015,3.6,52,34.02,75.5588,38.1772,17.7264,32.1848,53,6,S Europe
Red,France,Pinot Noir,2017,3.8,59,55.64,30.5892,26.7592,2.14584,65.7608,42,4,W Europe
Red,Australia,Cabernet Sauvignon,2019,3.9,281,29,57.64164538,47.91798617,10.98216313,55.38421874,1762,2,Oceania
Red,Spain,Tempranillo,2015,4,578,59,64.458,60.058,10.777,58.2619,1912,6,S Europe
Red,Spain,Tempranillo,2020,3.9,133,39,62.1305,54.3048,12.811,59.8791,1269,1,S Europe
White,France,Unspecified,2017,4.1,37,62,20.765,47.91798617,0,62.325,27,4,W Europe
Red,France,Blend,2005,3.9,1293,79.9,70.8216,70.3641,7.54228,71.3974,1646,16,W Europe
Red,France,Merlot,2018,3.7,30,51.58,75.5831,55.5507,3.24623,51.2942,848,3,W Europe
Red,France,Blend,2016,3.8,620,49.9,75.9367,80.7878,6.86447,76.062,1173,5,W Europe
Red,Italy,Shiraz/Syrah,2010,3.6,132,49.67,52.7462,40.6868,13.4889,45.062,578,11,S Europe
Red,Spain,Blend,2015,3.7,441,56,62.5463,63.2199,9.63116,61.0784,513,6,S Europe
Red,Italy,Barbera,2016,3.9,110,49,53.7812,28.2332,9.49255,64.5284,93,5,S Europe
Red,Italy,Nebbiolo,2010,4,578,69,64.3601,69.4433,3.67536,84.2157,826,11,S Europe
White,Australia,Pinot Grigio,2019,3.7,57,35,43.4413,47.91798617,12.6591,31.888,81,2,Oceania
White,Portugal,Touriga Nacional,2017,3.7,41,17.17,40.1352,47.91798617,1.62148,37.2588,48,4,S Europe
White,France,Chardonnay,2018,4.1,306,44.85,41.7132,47.91798617,2.88814,42.1398,985,3,W Europe
Red,United States,Cabernet Sauvignon,2016,4.2,850,82,85,53.397,8.50258,52.8216,1362,5,N America
White,Australia,Chardonnay,2016,4,39,76.99,54.1996,47.91798617,16.905,47.1699,88,5,Oceania
Red,United States,Blend,2018,4.3,369,100.5,82.6061,58.2157,13.9548,59.3384,180,3,N America
Red,France,Blend,2018,4.6,48,78,74.0533,68.3594,4.49282,73.3051,313,3,W Europe
Red,United States,Petite Sirah,2018,3.9,200,83.58,76.2606,78.881,5.23731,55.3482,1116,3,N America
White,New Zealand,Chardonnay,2018,3.9,553,51,53.4845,47.91798617,6.65188,58.4887,2548,3,Oceania
White,France,Gewürztraminer,2006,3.7,25,80.58,68.3494,47.91798617,46.9479,20.8617,254,15,W Europe
White,Chile,Sauvignon Blanc,2015,3.4,202,28.63,42.3929,47.91798617,1.71066,67.3098,159,6,S America
Red,Italy,Sangiovese,2015,3.7,102,34,51.169,53.5238,0,65.0643,19,6,S Europe
Red,Australia,Verdelho,2019,4,34,42,57.64164538,47.91798617,10.98216313,55.38421874,59,2,Oceania
Red,France,Shiraz/Syrah,2018,4.2,150,69.6,72.8301,47.5705,7.64273,49.9182,243,3,W Europe
Red,Italy,Barbera,2010,3.9,561,76,57.9211,26.1795,3.96438,68.402,420,11,S Europe
Red,France,Shiraz/Syrah,2016,4.1,123,84.75,81.5391,48.5233,9.77235,54.9714,343,5,W Europe
Red,Italy,Blend,2018,4.1,297,40,81.8978,41.9095,23.8857,28.1879,115,3,S Europe
Red,Italy,Cabernet Sauvignon,2019,4.2,4639,37.12,66.7969,62.9339,9.71325,52.7895,7693,2,S Europe
Red,United States,Blend,2016,4.2,6292,94.76,85,51.8874,8.39318,52.5939,7354,5,N America
Red,Italy,Shiraz/Syrah,2008,4.1,28,66.5,70.4328,47.9332,18.54,28.8205,53,13,S Europe
Red,Italy,Blend,2016,4.2,209,72.67,53.1324,45.7988,12.1423,46.1296,900,5,S Europe
Red,France,Blend,2005,4,153,65.5,76.0048,75.1892,8.85681,74.8725,671,16,W Europe
Red,France,Blend,2018,3.8,84,36,62.844,55.8902,10.0017,64.8889,75,3,W Europe
Red,United States,Pinot Noir,2016,4.2,312,98,44.2662,19.546,11.9172,51.8441,734,5,N America
White,New Zealand,Pinot Gris,2018,4.1,36,53,44.4957,47.91798617,25.0659,36.8702,517,3,Oceania
Red,France,Cabernet Franc,2019,4,38,88,73.6018,74.6332,8.10129,73.2253,4369,2,W Europe
Red,Italy,Blend,2012,3.7,81,49,55.824,45.5073,2.50333,46.8173,35,9,S Europe
White,France,Blend,2017,4.1,53,115,53.8114,47.91798617,23.9594,27.4549,456,4,W Europe
Red,France,Blend,2016,3.9,274,91.3,79.827,45.3405,3.04816,47.09,210,5,W Europe
Red,France,Blend,2013,3.7,157,32.22,69.3491,76.5103,8.0251,71.724,371,8,W Europe
Red,Hungary,Kékfrankos,2011,4,82,102.66,57.64164538,47.91798617,10.98216313,55.38421874,119,10,C/E Europe
Red,Portugal,Shiraz/Syrah,2020,3.8,849,25.8,61.2656,39.562,17.7266,38.8581,757,1,S Europe
Red,Spain,Blend,2018,3.7,90,68,52.3727,39.548,11.1364,49.3406,472,3,S Europe
Red,United States,Zinfandel,2014,4.1,1314,105,85,31.463,30.626,13.2202,1872,7,N America
Red,Italy,Nerello Mascalese,2010,3.6,197,69.1,74.4427,44.2671,22.0705,37.5288,397,11,S Europe
Red,France,Gamay,2019,4.2,53,37.12,3.78498,11.0886,8.24293,85,209,2,W Europe
Red,Italy,Nero d'Avola,2019,3.5,1528,53,80.5199,41.3323,24.1525,31.4401,1819,2,S Europe
White,France,Sauvignon Blanc,2018,4,127,71,23.466,47.91798617,2.28904,66.4341,61,3,W Europe
Red,Italy,Nerello Mascalese,2017,4.1,142,80,61.2112,45.3217,10.9657,48.1667,75,4,S Europe
Red,Australia,Blend,2018,4,377,46.4,85,44.8275,8.25147,43.1294,1346,3,Oceania
Red,Italy,Blend,2016,4,3550,70.5,52.0611,44.4702,8.53805,45.8572,4551,5,S Europe
Red,France,Blend,2019,3.9,31,87.25,57.64164538,47.91798617,10.98216313,55.38421874,52,2,W Europe
White,South Africa,Sauvignon Blanc,2020,3.6,58,25.8,31.4175,47.91798617,0.101087,68.0938,271,1,Africa
Red,Israel,Blend,2012,3.3,98,41.95,57.64164538,47.91798617,10.98216313,55.38421874,21,9,C/W Asia
White,France,Chardonnay,2018,4,86,50,37.4093,47.91798617,0,68.8681,138,3,W Europe
Red,Italy,Sangiovese,2015,4.2,1040,117,49.1261,46.103,9.18132,53.346,1445,6,S Europe
Red,France,Blend,2012,3.9,200,76,72.6871,55.1333,8.26354,52.3153,417,9,W Europe
White,Australia,Chardonnay,2018,4,72,45,58.2945,47.91798617,22.0417,42.3807,154,3,Oceania
White,Spain,Garnacha Blanca,2018,4,44,23.97,57.64164538,47.91798617,10.98216313,55.38421874,111,3,S Europe
White,France,Sauvignon Blanc,2010,3.2,65,24.68,65.6213,47.91798617,8.36687,36.4438,46,11,W Europe
White,France,Chardonnay,2005,4,41,68,41.1901,47.91798617,0,68.4406,1959,16,W Europe
White,Italy,Greco,2019,3.8,35,45.99,59.9446,47.91798617,0,32.2478,57,2,S Europe
Red,South Africa,Shiraz/Syrah,2009,3.8,75,68,75.4659,42.4436,6.06169,52.8758,108,12,Africa
Red,France,Tempranillo,2014,3.8,1244,48,75.1544,71.6822,5.15851,72.776,2730,7,W Europe
White,France,Blend,2018,3.9,186,104,61.755,47.91798617,12.7079,42.1153,331,3,W Europe
White,Spain,Garnacha Blanca,2014,4.1,148,90,57.64164538,47.91798617,10.98216313,55.38421874,249,7,S Europe
Red,Italy,Barbera,2016,4,217,71,57.4642,22.4375,6.17318,64.8565,202,5,S Europe
Red,France,Merlot,2016,3.7,261,49.67,65.2067,58.221,3.26866,64.562,487,5,W Europe
White,France,Blend,1998,4,27,49.6,64.2459,47.91798617,17.4309,44.5017,861,23,W Europe
Red,New Zealand,Blend,2014,3.7,136,45,57.64164538,47.91798617,10.98216313,55.38421874,68,7,Oceania
Red,Italy,Sangiovese,2016,3.8,371,46,44.0168,40.5725,7.13801,47.642,210,5,S Europe
White,Italy,Chardonnay,2018,3.7,81,54,42.7881,47.91798617,22.1285,65.3246,134,3,S Europe
Red,Italy,Blend,2010,4.4,347,93.57,83.2032,23.8964,48.1842,25.6748,499,11,S Europe
Red,Spain,Tempranillo,2017,4,1287,63.99,65.7772,62.5974,10.2777,61.3472,7399,4,S Europe
Red,Australia,Shiraz/Syrah,2018,4.4,39,99.99,75.7359,39.8496,16.6131,42.0232,428,3,Oceania
Red,France,Pinot Noir,2018,4.1,34,75.67,35.2824,23.2348,0,63.4143,62,3,W Europe
Red,Australia,Cabernet Sauvignon,2018,3.4,1308,22.9,65.7765,53.3963,10.1713,53.1159,1142,3,Oceania
Red,Australia,Shiraz/Syrah,2012,3.9,72,96,85,43.704,15.2305,42.3097,81,9,Oceania
Red,France,Shiraz/Syrah,2018,4.1,98,53.83,67.1072,49.2045,10.0226,45.7759,217,3,W Europe
Red,Italy,Corvina,2004,3.9,234,49.35,64.3926,38.3234,18.2373,26.888,5942,17,S Europe
Red,Argentina,Malbec,2017,3.8,282,39.99,61.8056,34.5877,15.1393,33.7215,143,4,S America
Red,Australia,Merlot,2020,3.3,443,22.48,65.088,19.8302,13.7533,9.97893,1447,1,Oceania
Red,United Kingdom,Blend,2018,3.2,68,49,57.64164538,47.91798617,10.98216313,55.38421874,86,3,W Europe
White,Australia,Chardonnay,2016,3.9,75,33,48.7638,47.91798617,13.9207,48.7017,61,5,Oceania
White,France,Blend,2019,3.6,27,32.58,58.1305,47.91798617,0,55.5092,31,2,W Europe
Red,Italy,Negroamaro,2019,3.6,488,49.99,65.4539,35.8857,26.5316,39.9453,163,2,S Europe
Red,Australia,Shiraz/Syrah,2017,3.8,35,76,70.0046,44.7671,19.8404,44.2902,69,4,Oceania
Red,Spain,Cabernet Sauvignon,2014,4.1,763,91.4,62.9802,43.1484,13.5726,46.6031,417,7,S Europe
White,Spain,Albariño,2018,4.2,335,43.77,57.64164538,47.91798617,10.98216313,55.38421874,315,3,S Europe
Red,Spain,Tempranillo,2015,4.3,1526,92,79.0664,54.1914,10.2489,34.6019,3635,6,S Europe
Red,France,Shiraz/Syrah,2017,4.4,119,67.83,71.8525,49.5827,3.44785,57.9622,99,4,W Europe
White,South Africa,Sauvignon Blanc,2017,3.9,116,48,40.099,47.91798617,2.66331,56.5755,115,4,Africa
Red,Spain,Tempranillo,2014,3.7,73,29.31,65.1358,67.1684,10.9469,62.2191,779,7,S Europe
Red,Australia,Shiraz/Syrah,2018,4,179,98,85,44.9265,23.1967,42.467,402,3,Oceania
White,Australia,Chardonnay,2020,3.8,46,62,52.9781,47.91798617,13.4613,46.4452,351,1,Oceania
Red,Chile,Cabernet Sauvignon,2019,3.5,7409,24.5,71.7059,47.232,8.16499,44.6252,9509,2,S America
Red,New Zealand,Pinot Noir,2012,3.9,431,61.86,26.523,21.6061,10.3329,62.3755,1591,9,Oceania
Red,Italy,Sangiovese,2017,4.1,3434,93.8,48.943,40.0427,5.36504,45.507,4861,4,S Europe
Red,France,Blend,2013,3.7,524,60,73.9085,74.4329,5.9035,71.3905,1526,8,W Europe
White,France,Grenache Blanc,2019,3.5,162,39,52.9565,47.91798617,2.52763,46.5562,780,2,W Europe
Red,France,Blend,2018,3.6,468,44,65.0187,47.835,5.46824,53.1863,11266,3,W Europe
Red,Spain,Sumoll,2012,3.9,49,24.05,58.4241,48.3449,9.16383,58.9248,103,9,S Europe
Red,Spain,Garnacha,2017,4.3,1984,69,85,39.3448,12.8774,44.8555,3745,4,S Europe
Red,Italy,Blend,2010,4.3,664,109.99,55.885,43.1167,17.0776,43.0008,1722,11,S Europe
Red,United States,Cabernet Sauvignon,2018,4,4539,79,85,49.8153,5.99259,43.0951,7562,3,N America
Red,Spain,Tempranillo,2004,3.8,514,61.99,65.7564,64.2462,7.22323,62.044,4601,17,S Europe
White,France,Chardonnay,2019,3.8,98,53,62.2689,47.91798617,4.88966,50.2613,1118,2,W Europe
Red,France,Gamay,2018,3.8,77,24.75,10.367,11.0211,3.93401,75.4561,156,3,W Europe
White,France,Chardonnay,2017,4.1,81,68.17,61.3701,47.91798617,4.35533,48.7274,654,4,W Europe
White,Austria,Riesling,2019,3.8,61,61.83,56.6716,47.91798617,9.26713,85,116,2,C/E Europe
Red,New Zealand,Pinot Noir,2017,3.9,475,65,21.4691,20.1825,6.56547,63.8732,2474,4,Oceania
White,Italy,Cabernet Franc,2013,4.2,100,83.46,46.9063,47.91798617,29.8466,61.1526,190,8,S Europe
Red,France,Cabernet Franc,2016,3.9,39,80,57.64164538,47.91798617,10.98216313,55.38421874,7,5,W Europe
Red,Chile,Pinot Noir,2018,3.7,959,44,42.5841,6.53056,12.6841,48.7794,235,3,S America
White,Italy,Blend,2020,4.1,81,27.1,56.4754,47.91798617,28.3446,51.7308,58,1,S Europe
White,Italy,Chardonnay,2017,4,82,94,62.025,47.91798617,18.6742,41.0734,101,4,S Europe
Red,Italy,Merlot,2015,4.1,1061,96.99,53.3624,41.6571,11.8288,45.2202,936,6,S Europe
White,Chile,Chardonnay,2020,3.5,939,24.5,63.5865,47.91798617,41.3898,16.6641,2839,1,S America
Red,Australia,Blend,2016,3.9,216,55,85,48.7629,8.35876,43.7533,637,5,Oceania
Red,Italy,Aglianico,2014,4,305,81.17,83.071,46.1796,27.1977,30.4193,1833,7,S Europe
Red,Italy,Freisa,2017,3.9,27,47.33,66.5997,46.9682,12.36,31.4227,114,4,S Europe
Red,Argentina,Blend,2018,4.3,97,47,76.5202,45.7243,7.02667,51.3286,307,3,S America
Red,Chile,Pinot Noir,2013,3.7,506,53.3,39.7891,0.78737,2.41733,44.5864,120,8,S America
Red,Spain,Blend,2018,3.8,707,19.95,61.285,61.2417,7.9555,57.8613,530,3,S Europe
White,Germany,Riesling,2018,3.6,538,100.6,39.6255,47.91798617,2.45534,84.2288,522,3,W Europe
White,France,Chardonnay,2018,4,283,78,41.7503,47.91798617,0,66.6503,332,3,W Europe
Red,United States,Pinot Noir,2018,3.9,1826,67.4,24.4711,18.7266,7.06504,64.5449,6027,3,N America
Red,South Africa,Shiraz/Syrah,2016,4.3,205,115,72.1629,51.4012,11.8079,53.543,573,5,Africa
Red,Australia,Cabernet Sauvignon,2017,3.9,45,52.2,57.64164538,47.91798617,10.98216313,55.38421874,16,4,Oceania
Red,United States,Blend,2016,3.9,164,70.83,83.7001,57.1128,6.71029,59.4729,669,5,N America
Red,Spain,Mencia,2020,3.6,181,15.47,51.1672,38.5076,7.47556,57.4264,700,1,S Europe
Red,Australia,Blend,2019,3.9,64,66.49,85,54.1964,8.86713,63.7312,861,2,Oceania
Red,Italy,Blend,2015,4.1,154,68,49.3271,35.7451,19.0976,55.6403,453,6,S Europe
Red,France,Pinot Noir,2015,3.9,55,90,34.2249,24.3912,10.2852,61.2807,140,6,W Europe
White,Italy,Malvasia,2018,3.8,25,59,67.5,47.91798617,9.60957,31.2276,17,3,S Europe
White,Italy,Chardonnay,2018,3.8,57,67,64.3876,47.91798617,25.3925,47.9157,143,3,S Europe
Red,France,Blend,2008,3.8,310,80,63.4688,63.3919,7.25432,72.0748,1527,13,W Europe
White,France,Riesling,2018,4.1,32,51.5,42.4369,47.91798617,27.3137,78.2771,372,3,W Europe
Red,Italy,Pinot Nero,2014,4,151,119,29.5556,23.4713,4.99529,65.0629,357,7,S Europe
White,Chile,Chardonnay,2018,3.9,230,51.99,64.6027,47.91798617,42.6556,12.0301,331,3,S America
White,New Zealand,Chardonnay,2019,4.1,67,65,55.3858,47.91798617,7.99065,56.6601,840,2,Oceania
Red,Italy,Sangiovese,2015,4.2,606,105,49.562,58.3713,6.45119,63.8305,990,6,S Europe
Red,New Zealand,Tempranillo,2018,3.6,53,33.52,57.64164538,47.91798617,10.98216313,55.38421874,220,3,Oceania
Red,Spain,Blend,2015,4.1,437,69.52,76.8165,47.1017,17.1499,54.8164,431,6,S Europe
White,Austria,Chardonnay,2013,4,58,63,45.659,47.91798617,5.1253,57.1116,135,8,C/E Europe
Red,France,Blend,2018,3.9,309,75,64.82,54.2303,6.75993,62.4451,387,3,W Europe
Red,Italy,Nero d'Avola,2012,3.8,966,48.99,81.0809,39.232,25.2321,28.1386,2593,9,S Europe
Red,United States,Pinot Noir,2018,2.9,26,50,40.7333,22.4676,4.50028,53.6099,197,3,N America
Red,France,Shiraz/Syrah,2019,3.9,621,26.79,63.4972,48.8384,3.14237,46.8929,579,2,W Europe
Red,France,Pinot Noir,2015,4.3,62,107.61,32.6632,23.7035,8.69455,64.6562,343,6,W Europe
White,United States,Gewürztraminer,2017,3.9,925,46,66.8001,47.91798617,53.9305,12.8575,2030,4,N America
White,Australia,Sauvignon Blanc,2018,3.8,126,33,43.1987,47.91798617,0,69.3237,99,3,Oceania
Red,France,Pinot Noir,2018,3.7,30,46,57.64164538,47.91798617,10.98216313,55.38421874,766.0365691,3,W Europe
Red,Argentina,Malbec,2017,4.3,86,90,68.6448,31.5789,19.967,34.7712,580,4,S America
Red,France,Blend,2016,4.1,773,68,66.9023,57.687,12.3656,61.9078,1800,5,W Europe
Red,Spain,Tempranillo,2019,4,1303,49,77.681,51.1951,7.61745,35.4873,3479,2,S Europe
Red,Spain,Cariñena,2018,3.8,34,35.96,69.133,55.8543,3.27278,53.2294,77,3,S Europe
White,Germany,Riesling,2015,4.3,165,114.45,50.5559,47.91798617,12.7317,79.6177,312,6,W Europe
Red,Italy,Barbera,2018,4.1,1452,58,54.2788,23.3364,7.82447,66.1231,1985,3,S Europe
Red,France,Blend,2010,4.1,150,84.83,65.3815,55.4864,13.2145,52.2856,94,11,W Europe
Red,Spain,Garnacha,2018,3.8,173,52,80.5515,42.7863,11.1872,46.0816,365,3,S Europe
Red,France,Merlot,2017,4.4,77,108,73.2595,51.7119,8.29573,51.1899,840,4,W Europe
Red,Italy,Nerello Mascalese,2008,3.9,204,102,76.0121,45.0564,21.0868,38.0523,196,13,S Europe
White,France,Chardonnay,2020,4.3,44,52.25,41.6252,47.91798617,0,63.6464,248,1,W Europe
Red,Chile,Cabernet Sauvignon,2005,3.6,57,59.22,75.6353,50.9206,8.42304,45.0066,1839,16,S America
Red,France,Gamay,2014,3.8,42,75.78,12.9734,17.6921,7.06894,85,82,7,W Europe
White,France,Chenin Blanc,2016,4,67,73.83,57.64164538,47.91798617,10.98216313,55.38421874,35,5,W Europe
White,France,Roussanne,2016,4.2,141,84.1,52.2218,47.91798617,20.5774,29.177,202,5,W Europe
Red,France,Cabernet Franc,2019,3.8,96,20.11,57.64164538,47.91798617,10.98216313,55.38421874,151,2,W Europe
White,New Zealand,Chardonnay,2018,3.7,66,30.73,53.0694,47.91798617,5.84221,57.6546,345,3,Oceania
Red,South Africa,Cabernet Sauvignon,2018,3.6,181,48.99,78.5523,67.8356,14.8818,62.0541,138,3,Africa
Red,France,Blend,2014,4,801,89,63.7394,62.0801,3.42602,72.9272,992,7,W Europe
Red,Italy,Nero d'Avola,2005,4.2,155,56.14,82.7967,40.9843,29.4671,27.8654,202,16,S Europe
Red,France,Blend,2016,4.1,76,45.8,57.64164538,47.91798617,10.98216313,55.38421874,39,5,W Europe
White,France,Blend,2019,4.1,80,96,57.64164538,47.91798617,10.98216313,55.38421874,194,2,W Europe
Red,France,Shiraz/Syrah,2016,3.7,151,71,77.1337,48.9614,6.85253,55.0296,133,5,W Europe
Red,France,Blend,2018,3.7,1764,23.69,58.985,52.0096,8.47919,57.2935,409,3,W Europe
Red,France,Blend,2011,3.9,620,54.5,74.2625,75.3139,7.59438,73.5467,1875,10,W Europe
Red,France,Pinot Noir,2012,3.9,188,89,37.566,31.1868,7.15362,69.6506,306,9,W Europe
Red,Spain,Blend,2018,3.7,62,16.24,55.2184,55.8363,9.45886,58.7639,393,3,S Europe
Red,Italy,Nebbiolo,2015,4.1,2085,98.99,62.1337,74.145,3.58045,81.8477,3237,6,S Europe
Red,Australia,Blend,2018,3.8,66,60,84.3979,53.5236,5.60438,63.8607,234,3,Oceania
White,Australia,Riesling,2019,3.7,42,51.99,42.5715,47.91798617,0.396703,65.6785,137,2,Oceania
Red,France,Pinot Noir,2018,4,50,45.31,57.64164538,47.91798617,10.98216313,55.38421874,16,3,W Europe
Red,Spain,Blend,2018,4.4,28,44.85,68.5732,40.4385,14.5236,41.8811,206,3,S Europe
Red,Spain,Tempranillo,2013,3.6,463,57.99,55.3467,54.5149,11.3991,54.674,559,8,S Europe
Red,United States,Pinot Noir,2019,3.9,1106,79,39.8293,20.0311,5.61184,53.1506,2811,2,N America
White,France,Blend,2020,3.8,33,57,58.817,47.91798617,11.8325,43.0045,337,1,W Europe
Red,France,Blend,2013,3.8,596,68,75.3493,75.3257,7.23743,72.6101,2960,8,W Europe
White,Italy,Vitovska,2017,4,101,100.53,63.9209,47.91798617,21.7211,52.2017,144,4,S Europe
Red,New Zealand,Pinot Noir,2014,3.8,146,69,22.8856,22.0717,8.57856,65.0217,313,7,Oceania
Red,South Africa,Pinotage,2018,4.3,189,74.6,66.9227,47.6611,14.1404,43.1958,1373,3,Africa
Red,Italy,Nero d'Avola,2016,3.9,105,68,77.6283,42.3142,29.5922,29.6077,23,5,S Europe
Red,France,Blend,2015,4.1,484,74,74.7547,55.5371,6.14275,50.7085,734,6,W Europe
Red,France,Grenache,2017,4.2,162,110,82.7341,38.0608,10.1103,45.3484,427,4,W Europe
Red,France,Blend,2017,3.9,1064,54,67.4702,47.3286,13.6924,49.6921,624,4,W Europe
Red,Spain,Blend,2017,4.5,251,111,66.1117,56.6219,12.2911,61.0027,1066,4,S Europe
White,Germany,Sauvignon Blanc,2017,3.9,538,61,20.9641,47.91798617,5.16349,76.0271,597,4,W Europe
White,Chile,Souvignier Gris,2019,4.1,45,56,57.64164538,47.91798617,10.98216313,55.38421874,274,2,S America
Red,Australia,Shiraz/Syrah,2016,4.2,76,39,85,40.8294,22.7347,40.2844,116,5,Oceania
Red,United States,Pinot Noir,2016,4.2,3212,88.49,23.3049,22.3197,6.69973,63.7481,4486,5,N America
White,France,Pinot Gris,2014,3.8,154,58,57.64164538,47.91798617,10.98216313,55.38421874,43,7,W Europe
Red,Spain,Tempranillo,2004,4,57,30.56,62.4591,60.8748,9.88565,64.2996,240,17,S Europe
White,Italy,Trebbiano,2013,3.5,342,42,42.3057,47.91798617,23.6516,66.1253,325,8,S Europe
Red,Spain,Tinta de toro,2016,3.8,538,63.99,76.3724,52.7447,9.55582,35.0637,493,5,S Europe
White,New Zealand,Sauvignon Blanc,2021,4.3,45,52,32.0176,47.91798617,1.53638,77.9894,1367,0,Oceania
White,Italy,Sauvignon Blanc,2017,4.1,1551,83.9,62.3882,47.91798617,22.1232,52.7523,970,4,S Europe
Red,France,Pinot Noir,2018,4,54,40.21,28.3358,22.5743,2.31148,69.1763,53,3,W Europe
Red,Chile,Blend,2016,4.2,400,89,85,60.3293,3.09024,47.911,74,5,S America
Red,France,Pinot Noir,2016,4.1,42,91.25,42.7782,33.2874,7.10089,72.415,124,5,W Europe
Red,France,Blend,2014,3.8,61,58.85,64.3937,64.1613,12.6591,63.7346,35,7,W Europe
White,France,Chardonnay,2013,3.2,271,43.43,62.5672,47.91798617,0,50.0273,365,8,W Europe
Red,South Africa,Shiraz/Syrah,2016,4.2,34,42,78.1297,39.4519,5.85726,46.0987,128,5,Africa
Red,Argentina,Malbec,2017,4.1,299,59,69.9407,35.1414,25.5991,38.3177,442,4,S America
White,Germany,Riesling,2019,3.9,80,33.48,44.2338,47.91798617,9.16176,79.6411,174,2,W Europe
Red,Chile,Cabernet Sauvignon,2018,3.9,3565,43.78,73.9189,50.0747,10.2638,43.3908,5771,3,S America
Red,Italy,Nerello Mascalese,2016,3.9,150,49,59.0095,45.6068,27.6725,38.0294,66,5,S Europe
Red,United States,Pinot Noir,2017,3.5,543,76,41.3141,19.5642,5.3147,53.7237,1555,4,N America
Red,Australia,Shiraz/Syrah,2018,4,60,37,85,42.0431,17.7226,44.366,421,3,Oceania
White,Germany,Riesling,2020,3.9,90,56.92,40.9381,47.91798617,5.2151,83.4857,451,1,W Europe
Red,France,Blend,2016,4.2,105,72,63.9908,67.0792,5.9839,72.7265,267,5,W Europe
Red,France,Shiraz/Syrah,2017,3.9,409,32.48,63.1118,49.4078,6.2465,46.9422,432,4,W Europe
Red,Italy,Sangiovese,2016,4.3,905,88.99,45.7602,57.6259,6.17466,64.4204,2063,5,S Europe
Red,Portugal,Blend,2016,3.8,84,108,76.9261,59.3281,9.47656,48.3846,52,5,S Europe
White,Italy,Unspecified,2020,4.2,36,35,41.6687,47.91798617,23.8501,64.4692,72,1,S Europe
Red,Italy,Blend,2018,4.1,163,58,66.8726,46.7646,17.5394,41.1769,514,3,S Europe
White,France,Chardonnay,2018,4.3,28,83.51,58.136,47.91798617,5.0089,51.8373,129,3,W Europe
Red,Italy,Sangiovese,2017,3.7,132,43,51.8028,36.0901,13.4168,39.6943,110,4,S Europe
White,Chile,Chardonnay,2008,3.3,140,29.61,61.6915,47.91798617,41.2799,18.2025,1379,13,S America
Red,United States,Merlot,2014,3.8,60,67.25,65.8932,18.758,16.0004,15.0907,113,7,N America
White,South Africa,Chardonnay,2019,4.3,36,60,64.2327,47.91798617,17.5616,54.4284,746,2,Africa
Red,Spain,Tempranillo,2016,3.7,664,39,62.8974,63.0798,7.10204,63.0269,408,5,S Europe
White,Spain,Blend,2019,4.1,49,28,57.64164538,47.91798617,10.98216313,55.38421874,151,2,S Europe
White,France,Chardonnay,2017,4,102,113.33,42.8018,47.91798617,6.48951,40.9121,381,4,W Europe
Red,Spain,Mencia,2018,3.9,526,40,55.3789,39.1715,4.92751,63.5983,318,3,S Europe
Red,Italy,Dolcetto,2020,3.5,49,18.56,61.0937,49.0255,12.1821,37.9722,270,1,S Europe
White,United States,Chardonnay,2016,4,43,73.99,64.6817,47.91798617,20.4501,53.9681,215,5,N America
Red,Australia,Blend,2017,3.6,373,59,57.64164538,47.91798617,10.98216313,55.38421874,146,4,Oceania
White,Spain,Blend,2018,3.6,136,12.45,57.64164538,47.91798617,10.98216313,55.38421874,81,3,S Europe
White,France,Chardonnay,2018,3.9,1019,55,41.6718,47.91798617,0,66.9551,743,3,W Europe
White,Germany,Riesling,2017,4.2,93,63.41,40.9153,47.91798617,32.571,83.4196,1042,4,W Europe
Red,Italy,Primitivo,2018,4.1,417,82,65.8007,28.2507,39.4794,20.6499,226,3,S Europe
Red,Spain,Tempranillo,2015,4.5,228,73.46,67.3113,64.5206,6.05854,63.8408,464,6,S Europe
White,South Africa,Chardonnay,2020,3.8,29,39,54.2653,47.91798617,18.6758,56.37,48,1,Africa
Red,Spain,Tinta de toro,2012,3.5,684,21.78,73.5335,52.9596,6.98791,39.0472,769,9,S Europe
